Pleb_Rank,Channels_Rank,Capacity_Rank,alias/pubkey
906,1126,89,bitz23
907,875,1327,eJusLND
908,999,2968,ln-hub-de
909,1101,1451,And1129
910,995,2330,02e5fcc49e72e64ce5f4
911,737,729,Terminus
912,1227,901,seedor_io
913,1050,1460,rashbi
914,877,1601,bitfeed.live
915,912,1129,Cointology
916,1063,1956,quietNaN
917,757,1816,Xantoshi.lnd
918,744,890,Palodony
919,1133,652,AffordableHub
920,1064,2010,🌐⚡vincinix⚡🌐
921,1311,733,machankura-y
922,792,1920,LuxuriousLemur✨
923,835,505,xo_II
924,808,799,CB⚡DC - Highway to Hell
925,820,1197,BTCStandard
926,1183,1861,BitcoinBufo
927,866,1198,Ledger Zeppelin
928,1136,712,NodeMcNodyface
929,1058,1682,StreamPipe
930,959,864,LOKI
931,772,794,BaenreGod
932,1090,1133,Bitcoin Suisse ⚡ (1)
933,529,948,GalvaniObst
934,1057,1659,Astral-Storm
935,886,233,PaidlyInteractive2⚡
936,847,778,heisenberg
937,685,1018,Shtacks_City
938,1014,693,BFECO-AG
939,1118,2181,PirateHash
940,885,228,speed3
941,1156,1160,02538a62eecb2875bf1a
942,1249,1304,"Neznal jsem, ale RIP"
943,920,1374,SwanBTC
944,1308,571,NP4TT
945,1339,1430,Pick-Me
946,1031,1061,IslaCripto
947,1210,380,Blocktank-LND1
948,1016,711,HD-Crypto
949,781,1143,A_is_A
950,1086,1070,TrokeraLit
951,589,1503,RockTheNode [mynode]
952,998,2634,bitcoinheiros.com
953,1140,818,node02.fulmo.org
954,853,855,BitcoinIsHope
955,1051,1462,D.L.S🏜⚡🌪️
956,1060,1796,lnd1.11tools.com
957,869,1245,Beinardus [LND]
958,974,1316,bilbo
959,904,918,my-node
960,1061,1852,02176b46b4e509f7889f
961,661,1497,RollingHills
962,801,535,nothing cooking 🧑‍🍳
963,1237,1086,MinistryOfSillyWalks🚶
964,1043,1290,General-Cosmic-Company
965,925,1553,0375579eb2db126f8773
966,1119,2402,VVVVV
967,761,395,BtcPrague
968,1192,2293,frznode.com ⚡♜
969,1155,1105,yunipher
970,1196,2501,02a8ecd5eddc7e2b0a34
971,640,506,Nodenomics
972,1417,841,Satsback.com
973,225,64,lndeu0.zaphq.io
974,966,1054,Stallion
975,1309,675,bitcoin-prediction-market
976,1243,1183,rxitech
977,861,994,lynchlight
978,1445,1251,bloope
979,1045,1330,0270dde4f0e3b60d61ef
980,789,1847,Sat Ranger
981,1142,903,Private Routing a6-83
982,759,2384,Cow
983,1184,1867,Leo Sigma
984,990,2005,03f459c3650345f00b7f
985,1017,738,krut42
986,1193,2308,satsophone
987,1117,2112,Nodey McNode face
988,969,1182,WavlakeA
989,915,1312,X90-Hybrid
990,1052,1500,Crypto-RiS
991,1154,1094,0200e5a6afd0cca4383b
992,899,781,21 Milli Cold
993,1102,1452,Orwel1984LN
994,1098,1333,bobot
995,1482,1757,ElDorado18769
996,1290,2387,streamturbine
997,1036,1109,yolospirit
998,943,3052,raspiblitz-piezzo
999,1108,1630,Phat Node
1000,1144,922,Mr_Anarchy
1001,686,1230,LQwD-Japan-Osaka
1002,1222,804,020733281e6d5c7facfe
1003,1246,1265,Tomas_H
1004,1169,1406,node42.netcraft.ch
1005,1173,1487,lox.de⚡💸
1006,1040,1203,TickTockNextBlock RingTools [NL]
1007,1013,692,LQwD-England
1008,674,704,centex
1009,890,418,Ludwig
1010,955,621,chilman⚡️
1011,896,725,unconsumed
1012,1152,1062,CassaComune
1013,1010,651,bconworld⚡|CLN
1014,970,1191,Netherlands Amsterdam LN Hub
1015,1168,1382,bitpi
1016,1328,1101,callisto
1017,1018,748,klnd1
1018,1084,925,ln2.pingviin.eu
1019,1320,951,Casa
1020,1266,1788,on.the.brink
1021,1240,1163,BitcoinPark.com
1022,865,1190,The Conductor
1023,1091,1138,CleanFastNode | Low Fee to Free
1024,1007,523,bitflow-service
1025,1199,3074,PresidentPrick
1026,1024,865,Raspiblitz
1027,1011,662,BTCNautilus
1028,664,2336,carrot
1029,1032,1063,0219c2f8818bd2124dcc
1030,874,1326,HiruTheStarlinkedCat
1031,981,1418,🍊🐝
1032,1055,1587,bernieboy
1033,1254,1446,clayop
1034,1172,1473,Heimdall2023
1035,1079,749,CometCash.com LND1
1036,787,1283,CheesyNode🧀⚡
1037,1015,699,ln.bitcoin.hwl.blue
1038,1221,709,coinfinity.co
1039,1471,1681,02d50e281845b66acf67
1040,683,881,⚡🐸PPB🐸⚡
1041,871,1276,⚡️MultiArmedBandit⚡️
1042,1345,1579,02a8adff3920ccd876ad
1043,957,773,Skylar
1044,1224,889,BitcoinerSupport.com
1045,1284,2228,satoshibox
1046,1270,1892,Bitcoin Alps
1047,1059,1722,Green Ville | CLN
1048,1225,891,⚡Unlimited Power|LND⚡
1049,1250,1349,dnilabs
1050,836,529,Imirk🧀
1051,594,327,03a6ce61fcaacd38d31d
1052,1034,1074,02a14c5c
1053,1255,1481,TheHallucinogenicToreador
1054,1343,1547,Constantinople
1055,924,1523,03a089032b601ac23b77
1056,993,2237,lnd.cryptoassets.co.za
1057,798,492,KrtekLND ⚡
1058,841,673,Tolk-Schau
1059,1428,1047,us1.getcurrent.io
1060,1149,1026,DeltaSwap
1061,1380,2300,x1lnd
1062,1077,684,Ang Sinah
1063,1351,1685,RayoVeloz
1064,1100,1429,Radioactive☢️
1065,988,1894,WOBBLYKNEES_III
1066,1109,1649,DigitalParadox
1067,1774,1631,🦅⚡️Golden Eagle⚡️🦅
1068,837,564,UNITEDPLOW
1069,878,1680,AutoFeesFTW
1070,961,928,SatoshiSamourai
1071,1048,1337,LightningRepublic
1072,1092,1142,medea
1073,1088,1103,lnmxx
1074,1038,1159,0397337276656b19adc1
1075,1370,2024,nodistan
1076,941,2390,LightMix
1077,1107,1575,violet plasma
1078,691,1370,NotYourKeys
1079,1448,1279,LNDshock1.34
1080,873,1289,Pup food fund
1081,960,866,JMC-005
1082,1187,1998,sol-system
1083,1022,852,F@ckedBitcoin.com
1084,909,973,LNDMYPAL
1085,972,1224,TWA-BTC-Node
1086,750,1088,trekon
1087,1028,968,ln1.pingviin.eu
1088,1081,783,freedominchaos
1089,1005,341,FlashPoint
1090,1346,1590,Network
1091,1288,2325,Blitzi
1092,1293,2561,Drjid-Lightning ✨
1093,1462,1549,AmityAge Academy
1094,1426,1005,Thank you Satoshi!
1095,1049,1361,UptahCamp🏕️
1096,1911,495,Alby 🐝 routing ⚡ 2
1097,839,647,FREEDOM⛓
1098,1047,1336,MrGlass[🤘]
1099,1415,685,triple_lightning_412346501149638
1100,1514,2150,RaspiFefo
1101,1068,2574,Lightning_Jumper
1102,932,1688,nakamoto.id
1103,908,962,BitCoinHawaalah
1104,1132,565,LightningStation
1105,1189,2023,03b0d2793bf3f9af74d1
1106,1062,1918,btc.honk.pw
1107,1135,687,HotPanics
1108,632,1381,Tinky-Winky
1109,1425,979,Sigwo Industries
1110,1283,2094,tempestmoney
1111,967,1149,LN_RN
1112,1112,1730,jrfoliveira-lnd-br
1113,1373,2086,JK-2
1114,1301,107,Escher
1115,1522,2311,Force Lightning
1116,992,2217,CruCiBle
1117,1269,1848,SiriusNode
1118,1259,1586,02f7b2d2066450faea68
1119,1252,1410,ok_node
1120,1338,1421,HoraceOne
1121,587,1241,PeanutButter
1122,1129,510,lnnet.work
1123,864,1127,ByteFederalNode2 [LND]
1124,1181,1799,LN c51k05 👨‍⚕️
1125,1200,3106,02627702a894ad46e044
1126,1587,1024,@island
1127,1276,1968,Cryptobeerkings
1128,693,1477,ZerofeeCLN
1129,1094,1153,DinheiroReal
1130,1215,517,Mi Primer Bitcoin ESA
1131,1019,756,LNFast💨
1132,1619,1544,21research
1133,1253,1440,Patsak
1134,1334,1280,EL CAPITAN
1135,1350,1652,ln.visitor.us
1136,1166,1360,TRNode
1137,1256,1491,NodeyAndFriends
1138,1602,1302,Flashbackbank
1139,1490,1817,KRYPTOSPHERE (kryptosphere.org)
1140,951,558,Handshake
1141,1375,2166,FALPires_LN
1142,1275,1962,4221
1143,1214,480,bnuuy
1144,1026,923,Corny Badger
1145,1455,1441,kungmeow
1146,1262,1620,Megablitz⚡
1147,1622,1564,shockwerks01
1148,1601,1274,swissbtconf
1149,1242,1179,ZeroBaseFee
1150,1491,1823,LOUDSEAGULL
1151,694,1791,Fopstronaut
1152,1174,1516,Coldforge
1153,942,2588,FreeThePeople
1154,1737,1021,offchain.social
1155,1337,1407,BTCinOldMACHINE
1156,1396,2975,0214073a35d4a87440e9
1157,1158,1195,ARKITRON
1158,983,1472,TCC
1159,1473,1690,02c9404d38c8de254875
1160,1234,975,SystemOptOut
1161,1323,1035,PSKL
1162,1083,837,LightningSats
1163,1353,1691,random_bitcoiner ⚡
1164,919,1359,lightning honk
1165,1285,2251,old.BitcoLi.com
1166,1029,969,Playbot.eu - Bender 🚀⚡
1167,1070,2678,Jimbolt Ventures
1168,371,3381,nodl-s007
1169,1305,314,mjolnir
1170,1041,1213,friendlynode
1171,1312,745,nostr_wins_because_of_zaps
1172,1104,1490,027891ff6ed0f28a8a06
1173,1614,1469,BK87
1174,1115,1967,Bank of Japan
1175,1150,1046,BoldNorth.io
1176,660,1365,lazer-illusions
1177,1485,1773,Alice_<3_Bob
1178,1056,1600,VelasCommerce
1179,1424,964,W3atherL1ght
1180,1111,1729,7-Eleven
1181,1120,2480,Arkhams_Coin_Cultists
1182,1178,1602,bitcoin-civil-servant
1183,1586,1019,SpaceX
1184,1235,984,bigGnode
1185,976,1338,MarcoPolo
1186,1096,1234,GanaccisNode
1187,1280,2030,SuperE
1188,1316,871,Kukks loves you
1189,665,3630,nuc-skull.schobi.LN
1190,1089,1130,02926a7ec4f47b624239
1191,1519,2245,03a78a1656c92706b4a1
1192,1617,1510,Mando
1193,1437,1116,🐝
1194,1282,2091,RecklessBruce
1195,968,1172,Sensei's New Dojo
1196,1198,2980,03bad067ce8fcab843cf
1197,1734,898,lightsats
1198,1525,2388,towardsliberty.com
1199,1218,605,stingy_with_satoshis
1200,1137,714,Lightning Checkout
1201,1440,1177,skyenet
1202,1581,966,Tezro-lnd0
1203,1217,604,TheWord
1204,1046,1334,fourtytwo
1205,1113,1824,AnimeWaifuDaily(Nostr)
1206,1212,448,dlclm
1207,1209,375,ln1.bitcoin.bg
1208,1598,1250,rapaygo.com
1209,1476,1731,Jupiter01
1210,1806,2036,039579519ab55f82c8e2
1211,991,2093,Pharlap
1212,1361,1830,SatsForFreedom
1213,879,1812,HIGH-WAY.ME
1214,1441,1211,fancyfinance
1215,1277,1969,sebastix
1216,1317,882,Nerk
1217,1433,1079,One Love Bitcoin
1218,1190,2154,Node-23
1219,1432,1077,noah-btc-node-m-01a
1220,1134,672,aoeu2Embassy
1221,1139,815,GetBit-Money
1222,1278,2018,Aetheron
1223,1629,1629,lightbox
1224,1268,1822,Engerran BTC
1225,1244,1232,Rigel
1226,1097,1249,LQwD-India
1227,851,820,OverDrive
1228,1578,905,bigbitcoinbook
1229,1625,1588,Hamish [myNodeBTC.com]
1230,1175,1552,ZESTNODE
1231,1239,1145,⏳ TimeCatcher
1232,1072,3230,021a6d7cfefdf74b5112
1233,1279,2027,Sat Samurai
1234,971,1216,donteatzebugs
1235,1458,1492,Fromagefrait
1236,935,1961,TheManhattanProject
1237,1326,1091,TXFCE🐁⚡
1238,1767,1573,Antani
1239,1502,1980,Phoenix_Rising
1240,1281,2060,LearnBitcoin.com
1241,1435,1087,ChainDuel
1242,1179,1639,RMMRODRINODE
1243,1591,1123,OrangeFren.com
1244,994,2323,laguznode
1245,1359,1814,MoonDust
1246,1331,1181,Emin Yurusimasu👨🏻‍🏫
1247,1741,1125,yggdrasil-wallib
1248,1530,2538,Regulation Satsuma
1249,1430,1050,Bitcoin Suisse ⚡ (2)
1250,1750,1273,Kortik nodl [LND]
1251,882,2684,Volvic
1252,1095,1194,CryptoCloaks - USA
1253,1291,2500,Swfmln
1254,1322,1031,DrGrubb
1255,1583,982,Colusa
1256,1508,2074,bleskomat
1257,1204,3770,ancap.ael
1258,1363,1851,Bomlo⚡Lightning
1259,1503,1981,BoltChev
1260,1472,1687,AlphaStreet
1261,1177,1580,slybtc
1262,1356,1735,mynode-NE-IT-001
1263,1128,208,flashassets-node
1264,1327,1098,csvpkd8892_gs_1971
1265,1604,1332,vonets
1266,1504,2016,Just a Node
1267,1319,937,satsRouter
1268,1421,909,LookBusy5
1269,1213,463,PLEB.DEGEN
1270,1342,1519,Tunnel⚡️Sats
1271,1527,2462,BTCisFreedom
1272,1347,1598,MJMAN247
1273,1517,2238,NymaNode
1274,1182,1800,ProudVega
1275,785,1223,Shadrach
1276,1547,3205,Coinnet.EU Lightning ☇
1277,1123,3442,03fdb1e514b0ad22a0a8
1278,1273,1917,NayutaHub03
1279,1325,1058,Orange Gate
1280,1605,1344,BTCMarvin
1281,1497,1893,Rocky Ridge
1282,1145,955,⚡DRHK2022🧡
1283,1663,2342,03738ce66e4b07461a6b
1284,1628,1611,0241dc8c83c0b51f67d1
1285,1371,2037,KalMit-Blitz
1286,1185,1950,Nodilus
1287,1039,1180,LndAldoDave
1288,1318,907,AliveAndFluffy
1289,725,3123,ĐÆV
1290,1258,1507,secluded
1291,1267,1792,lnwAsanee
1292,1500,1972,LightHouse
1293,1412,475,Bank O'Ballgame 2.0
1294,791,1916,Megalithic.me [small channels]
1295,778,1015,Cappero
1296,1257,1506,stack-sats-and-pet-cats
1297,1161,1220,kashyyykwinecellar
1298,663,1642,ORAC
1299,1529,2494,AsteroidBlues
1300,985,1668,nakoshi-satamoto [PeerSwap]
1301,1459,1504,LNBank
1302,1777,1655,www.bitnovo.com
1303,1665,2448,FAT32
1304,1406,4137,drakennl
1305,1245,1260,Smart_Cabin
1306,1223,839,lethe
1307,910,1045,jairusats
1308,1411,465,Ripio 🐖
1309,1219,681,The Donut Hole
1310,1263,1623,TOFU_ON_FIRE 📛
1311,1188,2011,03f0a7ca4db43e1a3ef3
1312,1143,920,ln.vanovcan.net
1313,1335,1286,Pitko
1314,1484,1771,Lightning Satoshi Vision
1315,1456,1455,b2b-mainnet [nodl.cloud]
1316,938,2000,PlanZ.BTC
1317,1232,954,Wallace
1318,1479,1754,QE2
1319,1533,2629,mildeven
1320,1521,2304,036e413cb485789fdf90
1321,1436,1097,⚡Fiat Lux⚡
1322,1229,916,Jiashan_UAE
1323,1329,1107,scaryantlers
1324,1292,2502,The Toms River Connection
1325,1700,3287,@BitcoinATMs21
1326,1248,1275,bcats
1327,1233,970,klnd2
1328,1332,1187,swissKnife
1329,1393,2906,TheobromaSatoshi
1330,1105,1505,Deck9049
1331,1314,800,BetweenBits1
1332,1389,2511,BlackNode
1333,1167,1366,hmmmstrange
1334,758,1910,VolcanoNode
1335,1310,695,FMPHost
1336,1403,3740,028d829e9254bf0a8169
1337,1302,147,wallet-of-UXUY
1338,883,3191,BadenBlitzzz
1339,1197,2580,Pew Pew Pew!
1340,2006,2130,Bitcoin-Plebs.de
1341,1813,2184,farscapian.com
1342,937,1999,Snailmail
1343,1600,1264,tiny-ninja
1344,1274,1960,033188a9c24dc077b2a9
1345,1531,2540,TheFox
1346,1541,3069,aP$W5TQ@3Q632
1347,1488,1798,BillionDollarBaby| BR⚡️LN
1348,978,1385,Fran_78
1349,793,2054,VikingCoin
1350,1400,3397,PSI
1351,1121,2644,02ed2ba8e0138de3155f
1352,1419,859,03fe87c7b8c40ac8ab6f
1353,1551,3623,SuedOst
1354,1247,1272,vvizard
1355,1315,851,Prince
1356,1444,1240,nymtech.net
1357,1360,1825,LightningRunner
1358,1170,1408,_ErBNODE_
1359,997,2412,JoopTeun
1360,1420,878,Blast
1361,1464,1581,BearEclair
1362,350,213,carlslight
1363,1592,1132,dv-amanda
1364,1065,2191,cabtocoin
1365,1348,1624,sara21⚡
1366,1470,1657,bitcoinmakesense.com
1367,1795,1818,02bebaf15c038fa52a59
1368,1577,895,lnbtc
1369,1469,1621,c|t|zenp|eb
1370,1379,2231,Pizza Lovers Club
1371,1465,1591,CEOrg
1372,1532,2560,MoreLight
1373,914,1212,sarsen-2
1374,1355,1720,duck1123
1375,1494,1870,About.Beer30
1376,1443,1222,BitcoinWarrior.net
1377,1492,1857,HeavyBags.LN
1378,1180,1651,shadetree
1379,1648,1976,chupi
1380,1588,1039,CHILLYBEAM
1381,1632,1724,☝ Big Channel Node ⚡
1382,1621,1561,Nodery Public
1383,1186,1953,TR28
1384,1429,1049,12Moons
1385,1413,481,🇯🇲Island Bitcoin🇯🇲
1386,827,1943,nexondo
1387,1449,1305,johnnycash
1388,1402,3622,BitcoinCoreDeveloper
1389,936,1994,WearsMyLibertyLND
1390,1422,934,William Wallets
1391,1798,1903,CoinBank
1392,1760,1436,lightning.perkele.digital
1393,1684,2941,DonKingLN
1394,1468,1613,VioletVault🟪
1395,2164,1389,SupposedPretty
1396,1655,2218,plebdevs
1397,1481,1756,BIS
1398,1160,1218,GreatExpectations
1399,1414,671,Saturn
1400,473,152,The Rising Ra ☀️
1401,1677,2647,Sats Through Space
1402,1582,974,Valles Marineris ⚡️
1403,1394,2922,WANET I
1404,1333,1246,026d2002de505b8e9811
1405,1340,1461,SHORT TSLA
1406,1349,1637,Pequi 🌱🤠
1407,1483,1762,BeeTC⚡🐝🍯
1408,1569,512,Descubre Bitcoin
1409,1947,1401,PREDYX.COM - Predict the FUTURE
1410,1847,2746,AT.LND.Mindz
1411,1176,1560,xt-bl
1412,1512,2109,blitzy
1413,1679,2659,Digital_Cerberus
1414,1736,913,PKVJtvy4zXSLvYXnjBu
1415,1387,2503,Crestmont.Bitcoin
1416,1683,2926,secondl1ght
1417,1289,2343,cryptologica
1418,1241,1168,Fuldagap
1419,1647,1974,BikiniMitte
1420,1671,2582,Tesla2
1421,1570,643,The Lightning Advantage
1422,1575,826,aoeu1Embassy
1423,1757,1384,tomorrow-alpha
1424,538,146,NPAY
1425,1998,2040,03c71536349dc87c5807
1426,1802,1997,NonNoDino
1427,1405,4117,lnd.woode.net
1428,1447,1267,Starlinked
1429,1385,2459,winecountry
1430,1451,1325,🥒CTRLBREAK🥒
1431,1341,1480,Viva Bitcoin
1432,1116,2002,RUSHBNOSTOP
1433,1785,1737,"Have you paid your dues, Jack?"
1434,1696,3143,node.bitcoin.ai
1435,1759,1411,NodeAusgang
1436,433,3483,nodl-s008
1437,1555,3733,satoshispender
1438,1388,2509,02cab51349540443b070
1439,1526,2389,ivm-lgh1
1440,1386,2498,TheVerifier
1441,1296,3087,DoubleA
1442,1495,1876,Curious Node
1443,1392,2905,helloworld
1444,2169,1447,03f537c6e27969ea9da7
1445,1920,932,nevershift
1446,1830,2452,knudix-mini
1447,1676,2642,RingofKafrene
1448,1395,2964,Noderunner.miepmiep
1449,1520,2299,2.ln.aantonop.com
1450,1499,1947,Highlands
1451,2045,2723,GoodAftermoon
1452,1251,1409,Drexore
1453,1640,1864,freedom
1454,1114,1890,021d24e557eac6a67133
1455,1354,1703,pintxo
1456,1860,3050,027537449dbaf56360c2
1457,1524,2376,NorthDakotaMainNode
1458,1680,2773,Money of freedom
1459,1536,2974,027d5369f807773ed75d
1460,1383,2374,BTC4Ever
1461,1729,802,nodeodrive
1462,1792,1777,kriptonmarket.com
1463,1783,1701,fido
1464,1493,1859,node202.fra.mempool.space
1465,1461,1526,03633a00575eb8a6e814
1466,1509,2095,izzirins-node
1467,1550,3492,infoserv.nl
1468,1978,1801,hebronLN
1469,1369,2015,EcoNode
1470,996,2404,ZeroFeeNode
1471,1442,1221,moonridge
1472,1597,1236,Uila
1473,1809,2105,+EV
1474,1944,1395,5MillionSatsChannels
1475,1620,1556,bitcoin01
1476,1728,653,nakamoto.bitvora.com
1477,591,3643,nodl-s010
1478,1789,1763,0217c28ce8fcb419250c
1479,2002,2062,keeper.ninja
1480,1594,1204,MilanNode
1481,1641,1866,BitcoinMentor🚀
1482,695,3616,02d7b4c6b3e35b4f77fe
1483,1762,1470,Mongo Lightning
1484,1761,1444,PayPerQ (PPQ.AI)
1485,1020,814,balbyBTCnode
1486,1880,3451,03ad1b3bbc8322138840
1487,1771,1610,Morphy
1488,1362,1841,sahilc
1489,1669,2513,Bitcoinst.art 🚀
1490,987,1842,BTC_Mathematical_Money
1491,1791,1776,BinomialWalk
1492,1782,1695,bitcoinelement.com
1493,1612,1431,zap
1494,1976,1782,BrightBolt
1495,1758,1388,BITpartner-02
1496,1819,2247,JukeBox
1497,1714,4502,PL-Koszalin-Lightning-Node
1498,1357,1742,BTC-LND
1499,1962,1603,buyabit-me
1500,1427,1029,BBB
1501,1163,1282,j24ukko
1502,1732,869,SimpleFX
1503,1446,1252,BotaLN
1504,1805,2035,Gollum.BTC
1505,2143,1004,whiterabbit21m
1506,1122,2681,LoudWhisper
1507,1287,2256,start9-0x4df70c10dde19ff1
1508,2023,2350,OneBitMatter
1509,1929,1089,Tiankii.com ElSalvador
1510,1650,2006,Mangiafuoco
1511,1450,1313,habibitcoin
1512,1067,2556,SirBumble
1513,1106,1528,OrangeRabbit
1514,1693,3092,GreatWallet
1515,1749,1256,Anvil_Aero
1516,1548,3281,ZoneUK
1517,1486,1778,The Ferryman
1518,1466,1592,langi
1519,1623,1568,deadcatlambo
1520,1681,2782,CuckBuckInferno
1521,1001,5717,SKJERVALDEE
1522,1607,1371,TheHansPowerNode
1523,1496,1891,Elwar
1524,1439,1162,Lokul
1525,1556,3778,btcnode.com.br
1526,1633,1764,STRANGESET
1527,1692,3068,SatsFlow
1528,2051,2950,JoeClassX
1529,1975,1774,Phoenix_Risen
1530,1203,3449,de.muc.lightning.node
1531,1585,1010,Secondbest
1532,1967,1654,markimark
1533,1993,2007,Space_Mouse
1534,1630,1661,node_way_jose
1535,1071,3001,CoinsOfNakamoto.com
1536,537,57,Snow
1537,1344,1562,WoodstockGA
1538,1828,2427,KW-BTC
1539,1948,1416,valker
1540,1501,1977,node201.fmt.mempool.space
1541,2208,1855,KIWILAMB
1542,1336,1354,Crypt04n4rkMoV
1543,2019,2324,Freedom71btc
1544,1794,1790,Queue ⚡
1545,2011,2232,VolkswagenJettah
1546,2201,1811,SatoshiServiceCenter
1547,1404,3758,satoshi
1548,1724,366,coinhodler04108
1549,1942,1369,helpful node
1550,1864,3094,cryptolorenzo
1551,1917,721,bitbox02-ln1
1552,1515,2170,Titan PPLP
1553,1730,806,lessefer
1554,1589,1071,Nod
1555,1812,2161,OspreyLN
1556,830,2484,Civilization Phaze IV
1557,1823,2337,smallsolution.nl
1558,1697,3190,Cryptosmith
1559,1603,1319,twntyone
1560,939,2177,02a6c56279238ba23d30
1561,1763,1471,LaughingFox🦊⚡
1562,881,2635,021499e09ebbfbe4225c
1563,1624,1576,CE
1564,1824,2338,020f6f6ceaa6cd00a19a
1565,1667,2486,Node
1566,1593,1189,02be99f8bdb0ceac55cb
1567,1961,1599,Qew-Node
1568,1474,1721,Maulwurf
1569,1489,1810,Mayonara
1570,1511,2101,PutThisPretty
1571,1265,1676,Lightning Rod
1572,1480,1755,FreedomMoney
1573,2066,3232,rootodoqz
1574,1775,1633,ln2.kosmos.org
1575,1859,3008,DukeP
1576,1733,887,Lemniscate Media
1577,1457,1486,CINARTEC
1578,2261,2408,PinselUmbrel
1579,1297,3184,latte_swirl
1580,1886,3644,Orchidee
1581,1801,1996,TCS
1582,1740,1122,LNDISCS
1583,1744,1200,RLightning
1584,1313,761,minibits.cash
1585,1002,5876,⚡Jozzy⚡🍩
1586,1516,2186,Cyber Café ⚡☕₿
1587,1611,1423,0384b220ab8701207f6e
1588,1467,1607,ORANGENIGHT-v23.08.1-modded
1589,2190,1670,AtlasShrugged
1590,1643,1877,BitcoinPresidency
1591,1857,2983,pleb02
1592,1768,1583,D&R' lightning
1593,1365,1901,bitsader
1594,2151,1165,villaggio_bitcoin
1595,1352,1689,🐈 MediumOfExchange 🐈‍⬛
1596,1454,1428,pay@nostr.build
1597,1535,2923,Gas2LN
1598,1958,1585,Phaedrus.888💸
1599,2136,759,halfin.bitvora.com
1600,1631,1719,03994d4c9051a5268726
1601,1580,952,Badger299792Kmps
1602,1613,1450,squirrelyournuts
1603,1590,1104,Angelina Paris
1604,1675,2626,lkz 🐧⚡
1605,1787,1740,02d2e1b94cc1a38c715e
1606,1657,2233,NestyLND 🔴🐼
1607,1463,1563,Mount🔸🗻🔸Satmore
1608,1687,3003,DeplorableCarnivore
1609,1073,3773,raspiblitz
1610,1710,4193,🌟Star⭐️Service🌟
1611,1627,1606,AshGray
1612,1372,2067,⚡BitByBit⚡
1613,1739,1048,Satoshi's Free(dom) Energy
1614,1626,1593,🏔️Riginode⚡
1615,1990,1957,DeDommel
1616,1377,2190,NodilloV2
1617,1673,2597,Grouch
1618,1559,4162,03cb02880bf4e659ed4c
1619,1453,1368,lightning.xyz
1620,1963,1604,SkdSats
1621,867,1208,Nutmeg
1622,1726,599,PLN
1623,1811,2129,03a232adf8e8f9bbd90a
1624,1069,2631,0377ed19ece4b1e2869a
1625,1636,1802,LNDreamMachine
1626,2550,2401,ATP
1627,1368,1952,AxelF2Blitz
1628,1984,1878,☃️⚡SKADI⚡❄️
1629,1649,1982,RARYK
1630,1784,1732,Wall-E
1631,1816,2227,lightning-node.online
1632,1814,2192,XENA-ln
1633,1799,1908,hc-lnd
1634,1066,2553,honeybeerbear
1635,2004,2090,SirDubbins
1636,1434,1085,🚀 Common Exclusivity 🚀
1637,1876,3267,dragonsland
1638,558,4358,nodl-s002
1639,2048,2937,⚡️StriketheLightning⚡️
1640,1610,1422,lnd1.donatory.me
1641,1765,1513,038fed639d43b40621da
1642,1645,1946,CaptainObvious
1643,1890,3716,blitzone
1644,1781,1677,Bort_Zone
1645,1656,2224,LightningFaucet.com
1646,1666,2483,PlumBrandy
1647,1764,1511,acceptln-dev1
1648,2218,2017,Sats4All
1649,1773,1617,JayAdAstra
1650,1507,2057,Iridescent Zephyr
1651,1927,996,DecouvreBitcoin
1652,1884,3624,badgr-digital  🦡
1653,1518,2239,LukeAndRey
1654,2000,2050,03cb8d1a782babd2060c
1655,930,1644,0368a6ba0859074d665a
1656,2039,2587,study-bitcoin.use-lightning
1657,1660,2317,satoshis.tech [Tsunami]
1658,2242,2249,danenode
1659,208,62,lndeu1.zaphq.io
1660,1873,3224,0300732db0109268af91
1661,1985,1879,XENCON-XCL-00
1662,1651,2075,iPayBTC
1663,1202,3307,BitwePay-LN1
