Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
912,1815,1775,981,861,804,Lightning⚡️Bolt,[],Only Tor,78.7m sats,16,022db2e3a531bb8f85d258c134ba013b7d17bc04d6984efebf9c1f0f63e9c0f596
1318,1244,236,568,1335,805,Mash [Heart],[],Only Tor,78.4m sats,10,0341bba46c81f84c14c858ed66a48472c1fb0a1c0e1fdd211697a986f3189728f2
1062,517,1279,1016,1606,806,Coherence [LND],[],Only Tor,78.0m sats,8,0378d8b9a46189371ece70870b39e8a80f80f952c967289d7234b99b176577a212
912,2053,259,420,861,807,Raspiblitz,[],Only Clearnet,77.9m sats,16,03c70d441175a2a1096dd69b91953aa1e609466708976e73b08a6a195dd350cfd0
1754,1818,2098,1264,1606,808,Zorbito,[],Only Tor,77.9m sats,8,02d8853c04b69ce55c93d574bbb614e31f2654fb2f4049483774792cfd8d9af732
657,850,170,477,667,809,CryptoChicagoCore,[],Only Tor,77.7m sats,20,03343c35d88647671592aecd37f445b15b4a12d4d9560ba0f765c32184d9ab137a
625,604,1572,1133,577,810,Bitcoin-Ekasi,[],Only Tor,77.6m sats,23,037cf8dde7210e5c0de0556b6c7b74d6b449a0836fa0e6ea8b8c9bfe97ce5f2ecc
836,1536,1826,1619,798,811,LQwD-SouthKorea,['LSP'],Only Tor,77.6m sats,17,036982a2b2398b9835a9d6cd2371a08c6e221f9e1b879008959dae28413af78067
1144,2152,1439,1114,1143,812,aoeu2Embassy,[],Only Tor,77.4m sats,12,03b9b264fed14f0db13e053e2d48ea61a3db898638dee2e19ec02b6ce3aadc5fc1
1318,1545,901,1428,1225,813,Mi Primer Bitcoin ESA,[],Only Tor,77.1m sats,11,03f4e34609a220e36157b542d024fc1d9fe145c436dfcd00d0162a0edf2d4c5f00
836,990,1168,591,861,814,blitzbold,[],Only Tor,77.1m sats,16,0383a52db8e4063714c767e90628a5caee4d278c308cfe0fae82e21aebc313ccbe
1318,2317,1782,812,1335,815,LowFeeRouter,[],Only Tor,77.0m sats,10,02bde1072ae1abdf5f9948e3ab2cb10f479c6ec0540640d837c763f2a658933e9c
1062,1046,428,479,1006,815,BenCatNode,[],Only Tor,77.0m sats,14,03ad9e0d748fe62c97a4480861af7c9b3386ac6fc38d9276a7fcba67a14f791b89
836,1098,478,851,606,817,ChainCamp.cz,[],Only Clearnet,76.9m sats,22,0259e693cd166f34826682e4800f695056ed1c46f993baceddd0c7ea04f0611774
493,424,234,593,505,818,Dolphin,[],Only Tor,76.9m sats,26,02f77ee974dc8b413ed84fcf1dfacd75710144fd69feab6d045ec4da83d02dec95
538,149,376,862,634,819,zapread.com,[],Only Clearnet,76.9m sats,21,02cda8c01b2303e91bec74c43093d5f1c4fd42a95671ae27bf853d7dfea9b78c06
1062,1126,2140,945,1006,820,⚡Unlimited Power|LND⚡,[],Only Tor,76.8m sats,14,02477736327314a83f30d8ac6d90261ea443eeab10c3dfa7a00fe91bdc134b0b0e
472,861,1124,600,487,821,xrevupx,[],Only Tor,76.7m sats,27,0353ca731df02320a40b57d35c3b27a2bdaf62a47190481cf6f9d1335651cc4490
1318,344,476,1311,1070,822,seedor_io,[],Only Tor,76.6m sats,13,03aa66e2a8ff6da4e9f431bbd89585ef564835a0d977b40955a92a68235e4f09e1
1318,2689,217,350,1006,823,Super Node,,Only Tor,76.6m sats,14,02ecea52a1ba30df9046fecd001498eef4f7249bf164eafaac2784ae201a262a56
331,284,588,794,330,824,Rocky Mountains,[],Only Tor,76.3m sats,38,02bf2e980d52996eb8ff7a5371e9dd9712050eb0dd011da11971b6c66457b19688
1062,1346,432,595,1070,825,AliveAndFluffy,[],Only Tor,76.1m sats,13,03931664cb6d5d54e111364efaef97e8e8abd353808df601c8f2748d850a165805
836,1298,167,344,861,826,BaenreGod,[],Only Tor,76.0m sats,16,02045f289f0de16b275e925aff584bc6c626dddc0f29e15b367d68a35de445d98b
734,621,363,426,667,827,theblockchain.cz,[],Only Tor,75.8m sats,20,0240c9d159c70e2394c6d179a3f62d6970d87f4a56956e16c35b9833c987d491af
1318,2200,2820,2542,1335,828,kssdeinauge,,Only Tor,75.7m sats,10,02fb1ccfc12cb83ff3407359f4d8ff5fafc15b245ce92378d6d0faf5eb453253f4
456,625,391,608,433,829,Stack_Sats_Often,[],Only Tor,75.5m sats,30,03151bb0d70846d5950d445cc6fd7019409967fee3b80ccf68e3f1282565726e87
1754,1603,2529,1830,1606,830,Marcus Aurelius,[],Only Tor,75.4m sats,8,03fccc0fe0bf2710e2b28d251647d0749ac783a6848a2bf7a087d84ca9b0d5c4c2
538,346,96,352,547,831,cRaNkEd,[],Only Tor,75.4m sats,24,031c8b9e52039af6892015702bab9b7e13b46979a519497ad8b6674bfe88ea7c27
596,942,255,295,606,832,the27thMonkey,[],Only Tor,75.3m sats,22,024dac761e433ab4ddf2233ccd2aaade2f1a89fa9e2b890580ad1c6603af2bc965
1433,706,2206,2065,1463,833,SupposedPretty,[],Only Tor,75.1m sats,9,0320cb6b071d07c28ca5bb19cd8cc638c42f602e798a310a6411a023f1ccefebb8
1962,3598,940,1275,1782,834,old-peculier,[],Only Clearnet,75.0m sats,7,02dfc0404d3c9774974286655e5ef5859617e8da7ca291db6afc602a6b70db3537
1962,2096,1958,1326,2006,834,NP4TT,[],Only Tor,75.0m sats,6,02f4fc0975ac75696c3a06c91553256f9a39bcc8de93b091c0db3500847e3fc007
690,812,337,558,667,836,sorukumar,[],Only Tor,74.8m sats,20,0225c2a44be98ae923118e92c5b58033a0fd7dd3135be99ee1047ec9d30291dc5d
1433,2101,1931,1189,1463,837,nostr_wins_because_of_zaps,[],Only Tor,74.6m sats,9,0386a1f383b8d12e9690710d6a142fb443cb02a6e8cca90a6649e4030eae9b47ec
912,1447,1395,826,861,838,The Lightning Advantage,[],Only Tor,74.5m sats,16,03764014c3f8bf9b07a2879363f1f722c0eefe4e62521a26e1dfd360aa48a3a6b4
2626,3916,2620,1950,2700,839,satty,[],Only Tor,74.5m sats,4,033cad7442ae5c7785fbf7a69d4046aaf609c557acdd0e6ee5cc17ff1841780485
344,1727,1657,683,351,840,⚡LightThisNow⚡,[],Only Tor,74.3m sats,36,035b82a3172c53e206e6a47ea95f17702d78619f384281f43feca13747a8c33896
3209,1691,950,2194,2006,841,024b9323715058abd368,[],Only Clearnet,74.2m sats,6,024b9323715058abd3687f621db1ff91ba73ddfb5bd4d369881169297f303f848f
257,272,1644,943,260,842,q-zax-cloud,[],Only Tor,74.1m sats,45,028e04e4802901ff6ad233cf1b185f42290f854a0e643bf3f7a7b3433b34364582
912,1406,410,815,937,843,JMC-005,[],Only Clearnet,73.8m sats,15,03da5abbf13038748c84a2540c792644d499e8288051f7211e9566418d32a3a66c
782,2492,1454,434,798,844,LightningIsFreedom,[],Only Tor,73.8m sats,17,02f51d157519ac6ec86595822ee529af53416fc4f8ba7fb8179407dcd91eaafa9a
1433,2065,599,745,1463,845,lnbtc,[],Only Tor,73.7m sats,9,021750af59f78e55d1619ad1b8575d795791b12c213f91e625971f8c6fd368c69b
1433,1739,534,712,1463,846,FromTheRiver2TheSea,[],Only Clearnet,73.6m sats,9,023cfbf7ca404e69c4c3571f17b348dcc09d53d142f33dfd67253cf0c650a0c6d1
1577,1983,1361,1874,1606,847,lightsats,[],Only Tor,73.5m sats,8,033f7762b3231d3a58dc95e5859dc83507f198b6bff45023409e80724262eef9e2
416,909,1469,785,416,848,MekongMonkey,[],Only Tor,73.4m sats,31,02c9477078f21e6f17816257132678d2d27f4c7074c8b0114d8be5ce9cee14bc26
1577,2176,473,652,1463,849,ThunderStorm53,[],Only Tor,73.3m sats,9,024255d0cc1d46d0857264736818297215072fdd0bbf6014832133efcb1eca8e5a
987,2262,2516,1888,1006,850,RoutingHub⚡,[],Only Tor,72.9m sats,14,0239e4dc85543cd84b712850072dc5e1bf0190c44b64dbe822581013f849a794a4
836,844,261,391,798,851,Nexus101,[],Only Tor,72.5m sats,17,02086329318e96a9c8b72f7ae47d8d49f7f8c37d4827268c3ec3d1d6f6489f1430
1144,559,1562,1430,1143,852,LQwD-Germany,['LSP'],Only Tor,72.3m sats,12,02bd87b47c03654eeda9d8ba96ae2f1a73543ce703721326801d2945e5ef173475
2626,4279,1188,1543,2301,853,02cc362ae3686e5a11a6,[],Only Tor,72.3m sats,5,02cc362ae3686e5a11a6a0cfcd7122c65cc98e4db830b05272ab796fbde6887402
1577,1776,3546,3404,1606,854,Satoshisats,[],Only Tor,72.3m sats,8,023fa0710bed14dbc550ebe93ab00b6128bec64b908e328e3ee3b169753005e234
987,1761,459,612,861,855,OPAGO,[],Only Tor,72.3m sats,16,02ad898fce14604311ebe871e1053fa248a25e683803a8e599f168fba79bad5f52
1062,837,385,860,1006,856,SHA,[],Only Tor,72.1m sats,14,035f3eface5666a1a4bcb5950d768eccd35ff122c64dfa71ee50db749ac088d2c9
251,71,2005,2978,3296,857,Casa,[],Only Tor,72.0m sats,3,0391489a933ab83094d1af43b3df3e8c8d467474649361912f05211d0e68a28fc9
358,265,153,291,351,858,nodorobico,[],Only Tor,71.8m sats,36,0339be993760b0bfa4d45f775922d07992d19d9ba77faa4af6993d71e10404065c
912,855,2150,1276,798,859,bezysoftware,[],Only Tor,71.7m sats,17,03c752a396b4fc86d615ad769704d2e017f38b34e2ef6bbe93374664962aaa7dfb
3209,2221,3140,2848,3296,860,Bitcoin Benji,[],Only Tor,71.7m sats,3,0202d9f3575d6b788235dc617262ee3bb2d4c3c740adae6e98016bc1396e1a279f
1062,505,1406,972,1335,861,ndnd,[],Only Tor,71.7m sats,10,02868e91de49f8c7025ee0d1936d50ea71870d283736ef5a71015179f6d1fad928
331,728,1887,748,343,862,HeavyMoertel,[],Only Tor,71.6m sats,37,03823ea7cb6d0ca121a5103b1898b4a954dd843a4e234eb1075669a15f011c57ed
836,738,683,1212,861,863,NodeOfTheSven,[],Only Tor,71.0m sats,16,03c48b2879dba2a53750f3d7d5e8d2acc793229df1b044e3e433eacb1023d3bc3f
912,2330,2685,1894,861,864,CreeptoeKubex,[],Only Tor,71.0m sats,16,03606d67d00ce06ad053de1f755e6f6c8185ae66a1b1e06ec7b72e2ef702690d5f
115,81,95,287,109,865,deZentraliZe,[],Only Tor,70.7m sats,88,03b279522ced2ccd9d2c7d1fc500d24f567129fc12b9495a076e30a2e861fffb1d
1318,533,958,1582,1225,866,noah-btc-node-m-01a,[],Only Tor,70.4m sats,11,0339a3fb0e1d40503e38be50fbaad700ae730bea86bf81b8e2d1dc83d768ff467f
1433,1143,1898,1043,1463,867,Thank you Satoshi!,[],Only Tor,70.2m sats,9,039199b7b5146fa2b0bd00a4c97ccbc4950c079ad5f9f982a8b8f2d8e00c828cd9
1433,1869,923,770,1463,868,DanishLightning.dk,[],Only Clearnet,70.1m sats,9,039ac7c1536c2441cf42c9964d2614984cbc99f7ffb474e9affb451af8210a9c6f
281,74,83,393,400,869,sugar,[],Only Tor,70.0m sats,32,039faad98d8013755a78f2d9e681e87cff1b1e6cfee51a253c5ee88d272b41f5cb
1754,3013,1832,1149,1782,870,Forever Laura | CLN,[],Only Tor,70.0m sats,7,02feff1aac3800e7a5cee219796cb824be3268f345befea2f2896a67fd2638b526
568,133,545,427,667,870,AetosDios,[],Only Tor,70.0m sats,20,0212ec0b931a9e8166b8316dde3147abec298f19dd301b39463ae1bb48e77dcf46
625,1019,705,772,577,872,sarsen-1,[],Only Tor,69.9m sats,23,036e963739bfa62afad807c9ffb195868a1a2ed697d74ffc2d80f556e46f98c0e8
319,674,1649,627,297,873,Erebor Mining Co.,[],Only Tor,69.9m sats,41,02a8d15c6611e9742d64b9f07b91d8f2811399704c296083bb423ae4dd23bddacf
690,1069,1300,737,747,874,lnd1.donatory.me,[],Only Clearnet,69.8m sats,18,037e1439d8f1394d00868beeff636e42518a30b3ead303bb3ad4185b53e41d6d52
912,1040,1393,831,937,875,BTC Map,[],Clearnet and Tor,69.8m sats,15,03ef01535d57cd3a3ddff8b4050650b278991b3eb7853f772a200079b9adb24988
596,615,1459,996,704,876,blue 🐘,[],Only Tor,69.3m sats,19,02a45def9ae014fdd2603dd7033d157faa3a55a72b06a63ae22ef46d9fafdc6e8d
1577,2310,2261,1422,1606,877,1satrouting,[],Only Tor,69.1m sats,8,032419161f0505a955c4025e90eb441f5cf5b103a99b9f2cde2965fb80e6b29d8c
782,749,524,530,798,878,FridaysForFullnodes,[],Only Tor,69.1m sats,17,025bda434ff1a69b84e9dcc18442bc4eaea22f9d92cef3542d4406ccfdbbcace30
690,106,1078,1375,1006,879,Jubilee,[],Only Tor,69.0m sats,14,03d67f36c4f81789e2fe425028bacc96b199813eae426c517f589a45f1136c1fe5
1144,3183,3669,3312,1143,880,₿⚡0308fd0d35fe851aeb67,[],Only Tor,68.7m sats,12,0308fd0d35fe851aeb67e0a328f2b8cc33d464beeb521f126b00dfeaf94f769bca
538,1991,3414,2375,523,881,Nutmeg,[],Only Tor,68.3m sats,25,02e9ef2db53636ab4e610be8894c158c052e0aadd060345fc325b917be58b9fec2
657,196,1173,861,1006,882,nodl [BVC],[],Only Tor,68.3m sats,14,035b017b7e0e490ded4d70efee7b131a490249672265de1bdb4b31df465e6a1b43
1754,3213,578,781,1606,883,Handshake,[],Only Tor,68.2m sats,8,023139fa0b1abae119396d1e854561f0dd77b0560cba66247ff59de294f8ee3ade
1318,2471,2040,895,1335,884,Valles Marineris ⚡️,[],Only Tor,68.0m sats,10,02fbd735ffb1c0ccab0ed05f5b4977130db0eb9154e777bee3fe588a9876e8080e
1144,1345,513,632,1143,885,SovereignNode.io,[],Only Tor,67.7m sats,12,027230e7207075b18b089399c4244ca4b45f5e629108ef020f6812aba67037a499
1223,1004,2310,1496,1143,886,HODLBarbarian,[],Only Tor,67.5m sats,12,03a8b61013b27176c441cb7b6875b159d9dc1c270651e603447e93d5bbc78ffaa6
1144,2222,1281,824,1143,887,SCZ_001,[],Only Tor,67.5m sats,12,030988d26c5b3e8e8e0bf7ed14cedf3b338184ab095123e40c6738ef743f3f766f
472,655,1764,1439,455,888,039d1f6015cb97a284ff,[],Only Tor,67.5m sats,29,039d1f6015cb97a284ff2b1af4bc96b7beda2d39ac167b93e339928a7301b2c030
1062,1643,1433,740,1070,889,TheWormHole 💫,[],Only Tor,67.4m sats,13,032b2a81a78a8b32c240400e317ba874454c78e54b9a3299041d970d06e32c049f
912,409,364,687,861,890,Wunschmeister,[],Only Tor,67.2m sats,16,0276a2c2013be046cc8e28bfcd239f0aa5ac3a554f2352a925c2e41c3f7c4e1cee
1223,1582,286,501,1225,891,A Series Of Tubes,[],Only Tor,67.2m sats,11,039e8327879cc56a485195fcc5ebfae14bf0dbb5f29261f8c2c2689a1e7e7c8719
2239,4153,887,992,2301,892,covachita,[],Only Tor,67.0m sats,5,02e9c9122ff3a8094eaa5d5fe77a58d86cf74c0255301ce132e58325a6e018fd06
1062,1683,3352,3202,1070,892,UnbankMeHarderDaddy,[],Only Tor,67.0m sats,13,0363662a4ae8b8b7a73d9f4e459a9b25d4786f4ecc7315b5401934f3a2ef609750
836,1943,1674,1176,861,894,shadowysuperstore.com,[],Only Tor,67.0m sats,16,03e0dcfad4ea28427ee109f7c09f62a1210b4576cdb5f079631f9ab3565b5cab44
734,2284,3318,2092,704,895,KrtekLND ⚡,[],Only Tor,66.7m sats,19,02f9695db875da0f1e732eeb1b3e8361ccecee2ecb2807f645bdbdf52086f05998
836,943,1893,1973,798,896,🎢ElucNode👾,[],Only Tor,66.7m sats,17,030058aeb4a7f6c8a3d2973369ea8c19a98b18a61874bb21fdaa9c56be5fc59a95
1062,995,1469,1240,798,897,LQwD-Ireland,['LSP'],Only Tor,66.5m sats,17,0230b207b3385feddb1ed18d5c7a808015aeb668aaf9bf980bee62465a382112c1
782,568,697,968,798,898,BitCoinHawaalah,[],Only Tor,66.5m sats,17,0293970421a7963252f1246ec0404640682f0fb4ae7e202debb25214ecf5d5a49b
1223,1692,2366,1522,1143,899,Private Routing a6-83,[],Only Tor,66.3m sats,12,02a619f265cde5eb77f3cb4e3158a8340a7ce4184a39c42e3a32893f53e2e3f82b
456,479,89,256,473,900,🌴Bitcoin Hawaii🌴,[],Only Tor,66.2m sats,28,038a32819be0c97d615ebcc2dbef7ad839990ebc8bce62104ad4dff65f7f45b64c
1577,2897,3770,3649,1335,901,Bolt-Card-Wallet,[],Only Tor,66.0m sats,10,026e3301f975f514236ee47b433ef9d811429c1ae92087cf33b1c220086b50ca1a
1318,1358,2227,1897,1225,902,Emin Yurusimasu👨🏻‍🏫,[],Only Tor,65.9m sats,11,0227d47539ebbfbb3548abdb31a243063bf2ff2dd77da2af04404da61ab8264560
1754,2191,1223,1626,1782,903,Defund the Federal Government,[],Only Tor,65.9m sats,7,03cd275b154962cfd52d98ed170f9f477ea42dadf7cb2673693e443ed3afd4aa7d
1577,1245,592,1062,1606,904,HotPanics,[],Only Tor,65.8m sats,8,02f3aa970b28ae7ce244fafce8f68d2ed816e2eb44119c714a2131cdf50d3479cb
734,623,1252,940,704,905,SatoshiStore.io,[],Only Tor,65.7m sats,19,035ece5bb069d1fff9ba9fa3be5faf7b498188b9da08dc3b5aa99c31c9c77597ba
690,1481,152,338,704,906,DinheiroReal,[],Only Tor,65.5m sats,19,03fe320dd1a656842bf4cf31e25fbe76f18ae1d3ac35c477e32063b360024fd956
836,569,1500,1091,861,907,BitcoinLizard,[],Only Tor,65.4m sats,16,02ae4cde808ebee3684b7107fd337b1b05a1f12e92467f12c24cfabe5b75e36152
912,592,1536,965,937,908,Martian Bitcoin,[],Only Tor,65.2m sats,15,03f20b295a728be64537bd7df1bf9092ed4bbf09b2c10f68c482d6fcb4f2232b28
1144,1337,1035,765,1070,909,valker,[],Only Tor,65.2m sats,13,031cfaba2209a915b79ecad9f94f447283a3a864e78124fdf62bdc44ca763dc292
2239,1438,2930,3230,2006,910,03e5db79fb618ddad062,[],Only Tor,65.2m sats,6,03e5db79fb618ddad062d0804fe4db43bd32bf4efc94f271d358f1b9ab655dd7b8
1062,2309,349,389,1070,911,⚡Rebelc🔰NRB⚡,[],Only Tor,65.2m sats,13,03712648b87c35e9407a9f1717b9c449280a332a89d85c485b57f8bc6a86e6cee7
596,1456,1748,919,606,912,Malum Necessarium,[],Only Tor,65.2m sats,22,02c9ce1231f9d751122659846340159abbce76cf1acf98d7522bef17655eec4937
1144,2482,454,526,1143,913,Wallace,[],Only Tor,65.1m sats,12,03e507065c3b62d966721efa7b9187207a3ca863e8333f0a1003b0f37e12209c16
416,1707,2091,914,433,914,ArticFox,[],Only Tor,65.0m sats,30,0268095e71f2a77e9a21addc3a22d4c90e5318ac0eab0049b9060d24aea472b5b2
1433,2151,1362,2011,1463,915,Badger299792Kmps,[],Only Tor,65.0m sats,9,03bb1da337a00fea42b831400749c90318c2c3911949a959136aa357b0316a8446
386,324,166,349,363,916,CodingPassion,[],Only Tor,64.8m sats,35,025f806c1c21db29f0a5d8ede16c6b21d9ae6c54b66695a4a9669f943b9993f95d
912,1086,319,637,937,917,CassaComune,[],Only Tor,64.8m sats,15,0366401bf255adc2c865009cec4c0627c48d8e648733538aef654615d1e8ac3944
596,611,1287,616,606,918,Viva Bitcoin,[],Only Tor,64.7m sats,22,02aeb397b7212dc1de5252684f9a1f1957d8bcc9864193b538ce78f9558685d666
1577,1977,2982,2609,1335,919,🧀 Cheese,[],Only Tor,64.6m sats,10,0217a75ccc5fa0b0d56c3de5a90a13c1c62fe56aaf3d55c982ff79381268b3cdaa
657,139,1159,1261,2006,920,moneni.com,[],Only Clearnet,64.5m sats,6,03295d2e292565743a40bd44da227a820f8730877bc3dfadebade8785bcf355258
319,201,257,314,319,921,FranksNODE,[],Only Tor,64.3m sats,39,032141e1142e05ea53fd7621b13c25db63a1e84102d7df18685024be4ad2dd5ca3
438,573,243,444,455,922,PhilLightning,[],Only Tor,64.2m sats,29,036932453518a9bfacec917f25d164ca5efeb97abdcad2d6511e2fce9cbc4e41f3
2239,2818,600,1000,1463,923,Tezro-lnd0,[],Only Clearnet,64.1m sats,9,02b8565c870d465bd9c21342f98c25b8c2f136a36e5e26168a5f34fd29ecbecdd1
2239,1449,2054,2076,1606,924,0287f133e28fd369df32,[],Only Tor,64.0m sats,8,0287f133e28fd369df3295c00b07486b15031282d5db5632d68ff988987506e263
987,1540,1784,1362,937,925,properbitcoin,[],Only Tor,64.0m sats,15,03264934c2619b3899ef020e3289e78dd75a7e267fc1a3f7f85f297be3124b54fa
1223,1372,1269,962,1225,926,skyenet,[],Only Tor,64.0m sats,11,033c6c9501598fa05c275909f64f1d1a81188aa4a90f9c10e74ed71f558b8e8c92
1144,1163,989,1273,1143,926,CryptoAnarchy,[],Only Tor,64.0m sats,12,03acfee0f039dab1ebd7eb80e3dee3d29dc06decfc6a5779771f8d9d3666ba31ce
657,451,224,634,606,928,kravens.nl,[],Only Tor,63.9m sats,22,02e1475734b30dc4c79b4bd1fdfac3c680b8d24a6c4d28b9f9789a79e58f7ba42e
1223,2762,3574,3294,861,929,Pouch.ph,[],Only Tor,63.5m sats,16,02343c19a39dd11cfc6f7571f36213dd52fb70ee45ee4074913d43891fb59579b5
1754,2831,1834,1072,1782,930,Blast,[],Only Tor,63.4m sats,7,034786dccb813366a6addba065b914d96d775d810996435bcdb9fb0578837f7487
2626,3943,3895,3559,2006,931,03b4e059171cf52f2c31,[],Only Tor,63.3m sats,6,03b4e059171cf52f2c316cfb2b43746a26277ed3ab80ff68540d5f8fccc0f76a2b
734,135,302,716,1143,932,node02.fulmo.org,[],Only Tor,63.2m sats,12,02b6dabd436275044399002241195b82b7fed517b226d0a109b1d07a39d7b4a91a
1433,1652,656,901,1463,933,Satoshi's Free(dom) Energy,[],Only Tor,63.2m sats,9,024bfbf4ce7b1aa7fb1624fb7c1f9a317e5dcff2a75f264e8616c9313c1062aa39
987,2092,398,368,1006,934,Play-Asia.com,[],Only Clearnet,63.2m sats,14,0306d727c50c0e14ae9a0d0fe7e8e84fb5c08969d71e7e79fccdef22a78c3615ca
912,1334,590,681,798,935,Nibitor21🍏🍎,[],Only Tor,63.0m sats,17,038dfd343cfc1a8c967f5e17fca46aa98b298e8618dabff92ceb3a41759f9ad505
1577,2364,2067,1683,1606,936,Mash [Lightning],[],Only Tor,63.0m sats,8,03cbd889bbb9036b58c66dedca9ee54cffba6818e237bcb457adf3d5f670f5c7f9
1144,1428,1580,1350,1143,937,ln2.pingviin.eu,[],Only Tor,62.8m sats,12,033fba3ed526c1b7eb60379e5f68f07225df7a4b1ff6a6923dc9e06725169d1d99
512,548,306,436,523,938,LNShortcut.ovh,[],Only Tor,62.5m sats,25,02c521e5e73e40bad13fb589635755f674d6a159fd9f7b248d286e38c3a46f8683
912,1240,2666,1610,937,939,EspressoBar ☕,[],Only Tor,62.4m sats,15,0260a8cffa8a7016db8337d584e192cb829035616c0d391225b9417b49d4e4ed6a
1062,1830,1808,1327,937,940,pay@nostr.build,[],Only Tor,62.4m sats,15,02e869c409bd62ca84e9306ad96d9daef3b2b31a1c777b501fc55f2c09969ce1a3
568,1096,2025,1624,505,941,RaspiRay,[],Only Tor,62.3m sats,26,0287270ad721e9814105921748e950681472cde7eb2eba23951c7629e29799c7b5
1318,956,1428,1037,1335,942,Sigwo Industries,[],Only Tor,62.2m sats,10,02bf3145e496745e8520b388c7db18f3bacc444101c0040def3a269708dbc76aaf
836,2210,2465,1243,798,944,MrBits,[],Only Tor,62.0m sats,17,0396fa841d73a10e8674665c19f05da85bc77fbe6b4fd5b4bdc6d9f3d0d1aa9193
1962,2163,708,890,2006,944,03b393f22734b8eb6035,[],Only Tor,62.0m sats,6,03b393f22734b8eb603518c8cb0c3c7027b1d7c17b2ece07d999dbd293994b53f2
836,2042,2115,1002,861,944,fulgurite,[],Only Tor,62.0m sats,16,022e13173f911614a7773e38c8dc735cee817ed822334ba15964c05e65a2031309
782,1476,252,494,798,946,0397337276656b19adc1,[],Only Tor,61.7m sats,17,0397337276656b19adc183d5735e6a08d4c0fc6965e79199600fbf2248119baa6d
912,2044,1008,524,861,947,Aerarium,[],Only Tor,61.5m sats,16,03d4809d1a129228b9afb54dd5b3bcc29b8e59d5c8fc1f3104315baf19c8e0c76b
1962,1043,2803,2536,1782,948,CZ_flesh,[],Only Tor,61.5m sats,7,03ff3e6c4078f9bad09f27100366b1e226f55331a3a66fb30201a7ddbac2b63bfd
1577,2236,657,806,1606,949,OversizedLaptopGibberish,[],Only Tor,61.4m sats,8,02f06e37e5823ffa40ca7d27dbbf4399827a383d0454ae13a5d303107765f76d83
1754,1513,1314,1099,1782,950,rodpay.com,[],Only Tor,61.2m sats,7,03946282e32b8fb6fb8e66a0a4198a60e81841867a5ce1a85674c0de3a5f19646b
1577,1966,730,1346,1335,951,GetBit-Money,[],Only Tor,61.0m sats,10,03f4a78292682704ebbdbdf5490fc23830e619b12bf0d9c9f234332a9b3ead720b
568,1822,2082,1485,577,952,ClickHere,[],Only Tor,61.0m sats,23,02b4341583c38de70c1ba7714b8f732b9d9d8a12334f9cdfe1b8f1e2b5214d32a2
987,1768,3419,2709,1006,952,blueCHiP,[],Only Tor,61.0m sats,14,02210352db77cd089bb7f8b7f427cb37a753240cc7a1659eeec4f6df750ac64902
386,794,455,609,400,954,BRISKYBOLT,[],Only Tor,61.0m sats,32,02a2cda2072a9da486659b9e92fd38360396b07b5792b88e434a0bd78889a1fcf1
987,369,1828,1111,937,955,EL CAPITAN,[],Only Tor,60.8m sats,15,038d393aceac447a0238fb91482203185a96bf186362b917721779c1b1d7139b54
493,470,526,1038,487,956,CHILLYCALENDAR2,[],Only Tor,60.8m sats,27,025593820d17874685669d5e14de7e54c3f4e7701436fe10af3889e0571d4a8198
836,1359,1694,1217,861,957,APBlitz,[],Only Tor,60.6m sats,16,02c7e5c1e3e4bec5a9195ee82cf470b83fdec1b52b1801e8e8aba54b576ac5ce6a
734,1182,1277,619,667,958,yanabu.com [Korea],[],Only Tor,60.4m sats,20,036c8fbba9154d81ba4111a5fd6eeb438ec7812aa9ace070049f9c3bd7bae719a6
512,678,1935,1526,505,959,ATLAS_ENLIGHTENED,[],Only Tor,60.3m sats,26,0225e29bcf897f22d9f546ad71185f9519db538d484b2fd2ea2be02e20b5c7224b
456,140,516,952,1006,960,KIWILAMB,[],Only Clearnet,60.3m sats,14,03094b63a5ece2c363ab859952017f95bec7bd9e6975f0c8152f9eff83d0b045c2
2239,3314,2520,1779,2301,961,YELLOWWAFFLE,[],Only Tor,60.1m sats,5,0313bae3a7d09d7f1a7ff595918567ba39e503789884d003036a88f7fcea3ec66f
2626,770,2422,1613,3296,963,bl182,[],Only Tor,60.0m sats,3,03e53d778cdfcc62141bb1efa79de8428ec622a04c58980c1cf8dc4b6df4c789d0
3209,4592,2592,1987,3296,963,VariableFate,[],Only Clearnet,60.0m sats,3,033a77a503c4d33806b41320d53837ab818c937649e30a53a190614c79556d195f
3209,4592,868,1182,3296,963,Tutterfrut,[],Only Tor,60.0m sats,3,02850b902901730275f4520a3305479911ffbc0105fb49cb2a67dd5d45e305f3f5
657,2368,1939,1285,634,965,AliensTech,[],Only Tor,60.0m sats,21,03f2005837649dd49811bbb7e78993581da41c09d3bdcbc6933492276acccd8b6d
836,2100,3160,2039,861,966,IntergalacticBtcFund-na-ut1,[],Only Tor,59.7m sats,16,021a51ca1f15a5d31f78afe4e920cb01cdbfe36aec60aac4ad45374ce05b49c5da
1433,2341,2995,3099,1225,967,LightningCanada,[],Clearnet and Tor,59.5m sats,11,0290681a8483f53775eca26674e215890e06a42e389c1cd0f6e0e4f46e8583c48c
